Run_Number,Latency
1,788,,median
2,110,,162
3,110,,
4,110,,
5,110,,
6,110,,
7,109,,
8,109,,
9,109,,
10,109,,
11,109,,
12,116,,
13,109,,
14,109,,
15,108,,
16,108,,
17,108,,
18,108,,
19,108,,
20,108,,
21,108,,
22,108,,
23,107,,
24,107,,
25,106,,
26,106,,
27,106,,
28,106,,
29,106,,
30,105,,
31,105,,
32,105,,
33,106,,
34,106,,
35,106,,
36,106,,
37,106,,
38,106,,
39,106,,
40,106,,
41,106,,
42,106,,
43,106,,
44,105,,
45,105,,
46,105,,
47,105,,
48,105,,
49,105,,
50,105,,
51,105,,
52,105,,
53,107,,
54,108,,
55,108,,
56,108,,
57,124,,
58,123,,
59,125,,
60,125,,
61,125,,
62,125,,
63,125,,
64,125,,
65,125,,
66,124,,
67,124,,
68,124,,
69,124,,
70,125,,
71,125,,
72,124,,
73,125,,
74,124,,
75,124,,
76,124,,
77,124,,
78,125,,
79,124,,
80,123,,
81,122,,
82,122,,
83,120,,
84,120,,
85,120,,
86,120,,
87,120,,
88,119,,
89,119,,
90,119,,
91,119,,
92,119,,
93,119,,
94,118,,
95,119,,
96,119,,
97,119,,
98,119,,
99,120,,
100,120,,
101,120,,
102,119,,
103,119,,
104,120,,
105,120,,
106,119,,
107,119,,
108,119,,
109,119,,
110,119,,
111,119,,
112,119,,
113,119,,
114,119,,
115,119,,
116,118,,
117,118,,
118,118,,
119,118,,
120,118,,
121,117,,
122,117,,
123,118,,
124,117,,
125,117,,
126,117,,
127,117,,
128,116,,
129,116,,
130,116,,
131,116,,
132,116,,
133,116,,
134,116,,
135,118,,
136,118,,
137,118,,
138,118,,
139,117,,
140,118,,
141,118,,
142,118,,
143,118,,
144,117,,
145,117,,
146,117,,
147,117,,
148,118,,
149,118,,
150,117,,
151,117,,
152,117,,
153,117,,
154,117,,
155,118,,
156,118,,
157,118,,
158,117,,
159,117,,
160,117,,
161,117,,
162,130,,
163,130,,
164,129,,
165,129,,
166,129,,
167,129,,
168,130,,
169,130,,
170,130,,
171,130,,
172,129,,
173,129,,
174,129,,
175,129,,
176,129,,
177,129,,
178,129,,
179,128,,
180,127,,
181,127,,
182,127,,
183,127,,
184,131,,
185,130,,
186,130,,
187,130,,
188,133,,
189,133,,
190,133,,
191,133,,
192,132,,
193,131,,
194,131,,
195,132,,
196,131,,
197,131,,
198,131,,
199,131,,
200,131,,
201,131,,
202,131,,
203,131,,
204,131,,
205,132,,
206,131,,
207,131,,
208,131,,
209,131,,
210,131,,
211,131,,
212,131,,
213,128,,
214,128,,
215,128,,
216,127,,
217,127,,
218,127,,
219,127,,
220,126,,
221,125,,
222,125,,
223,125,,
224,125,,
225,125,,
226,125,,
227,125,,
228,125,,
229,125,,
230,124,,
231,124,,
232,126,,
233,126,,
234,126,,
235,126,,
236,126,,
237,126,,
238,123,,
239,123,,
240,122,,
241,122,,
242,122,,
243,122,,
244,121,,
245,121,,
246,121,,
247,121,,
248,120,,
249,120,,
250,118,,
251,123,,
252,148,,
253,148,,
254,148,,
255,148,,
256,148,,
257,150,,
258,151,,
259,151,,
260,150,,
261,150,,
262,150,,
263,150,,
264,150,,
265,150,,
266,149,,
267,149,,
268,149,,
269,153,,
270,153,,
271,153,,
272,153,,
273,153,,
274,153,,
275,153,,
276,150,,
277,150,,
278,150,,
279,150,,
280,150,,
281,150,,
282,150,,
283,149,,
284,149,,
285,149,,
286,149,,
287,149,,
288,149,,
289,149,,
290,149,,
291,149,,
292,148,,
293,148,,
294,148,,
295,148,,
296,149,,
297,149,,
298,148,,
299,148,,
300,148,,
301,148,,
302,147,,
303,147,,
304,147,,
305,147,,
306,147,,
307,147,,
308,147,,
309,147,,
310,147,,
311,145,,
312,145,,
313,145,,
314,154,,
315,154,,
316,154,,
317,154,,
318,154,,
319,154,,
320,154,,
321,154,,
322,154,,
323,153,,
324,153,,
325,153,,
326,153,,
327,153,,
328,153,,
329,151,,
330,151,,
331,151,,
332,151,,
333,153,,
334,153,,
335,152,,
336,152,,
337,152,,
338,152,,
339,152,,
340,152,,
341,153,,
342,153,,
343,153,,
344,153,,
345,153,,
346,153,,
347,153,,
348,153,,
349,153,,
350,152,,
351,152,,
352,152,,
353,152,,
354,152,,
355,152,,
356,152,,
357,152,,
358,152,,
359,152,,
360,152,,
361,152,,
362,152,,
363,152,,
364,152,,
365,152,,
366,151,,
367,152,,
368,152,,
369,153,,
370,153,,
371,154,,
372,169,,
373,170,,
374,170,,
375,170,,
376,165,,
377,162,,
378,162,,
379,161,,
380,161,,
381,161,,
382,161,,
383,161,,
384,161,,
385,161,,
386,161,,
387,161,,
388,161,,
389,161,,
390,161,,
391,161,,
392,161,,
393,160,,
394,160,,
395,160,,
396,160,,
397,162,,
398,162,,
399,162,,
400,162,,
401,162,,
402,163,,
403,163,,
404,163,,
405,164,,
406,164,,
407,164,,
408,164,,
409,164,,
410,163,,
411,161,,
412,161,,
413,161,,
414,160,,
415,160,,
416,160,,
417,160,,
418,160,,
419,160,,
420,160,,
421,160,,
422,160,,
423,160,,
424,160,,
425,160,,
426,160,,
427,160,,
428,159,,
429,160,,
430,160,,
431,160,,
432,160,,
433,160,,
434,160,,
435,160,,
436,160,,
437,160,,
438,160,,
439,160,,
440,160,,
441,160,,
442,160,,
443,160,,
444,160,,
445,160,,
446,159,,
447,159,,
448,157,,
449,157,,
450,157,,
451,157,,
452,157,,
453,156,,
454,156,,
455,156,,
456,156,,
457,156,,
458,156,,
459,156,,
460,156,,
461,162,,
462,162,,
463,162,,
464,162,,
465,162,,
466,162,,
467,163,,
468,163,,
469,162,,
470,162,,
471,162,,
472,160,,
473,160,,
474,160,,
475,160,,
476,159,,
477,159,,
478,159,,
479,159,,
480,160,,
481,160,,
482,160,,
483,160,,
484,157,,
485,157,,
486,157,,
487,157,,
488,157,,
489,157,,
490,157,,
491,156,,
492,156,,
493,156,,
494,156,,
495,156,,
496,156,,
497,156,,
498,156,,
499,157,,
500,157,,
501,157,,
502,157,,
503,157,,
504,157,,
505,157,,
506,156,,
507,168,,
508,169,,
509,169,,
510,169,,
511,169,,
512,169,,
513,169,,
514,169,,
515,168,,
516,168,,
517,168,,
518,168,,
519,168,,
520,169,,
521,169,,
522,169,,
523,163,,
524,163,,
525,164,,
526,164,,
527,163,,
528,163,,
529,163,,
530,163,,
531,163,,
532,161,,
533,161,,
534,161,,
535,161,,
536,161,,
537,163,,
538,163,,
539,163,,
540,163,,
541,163,,
542,163,,
543,163,,
544,163,,
545,163,,
546,164,,
547,164,,
548,164,,
549,164,,
550,164,,
551,164,,
552,164,,
553,163,,
554,163,,
555,163,,
556,163,,
557,164,,
558,164,,
559,164,,
560,165,,
561,165,,
562,162,,
563,162,,
564,162,,
565,162,,
566,162,,
567,161,,
568,162,,
569,162,,
570,163,,
571,163,,
572,163,,
573,163,,
574,163,,
575,163,,
576,163,,
577,163,,
578,164,,
579,164,,
580,164,,
581,164,,
582,164,,
583,164,,
584,164,,
585,164,,
586,164,,
587,164,,
588,164,,
589,165,,
590,165,,
591,165,,
